description;floor;id;latitude;longitude;name;related_to_poi;tags;time_created;time_modified;type;url
;;1;48.5803337;7.7655637;Central;0;;2012-03-25 12:01:01;2012-03-28 16:11:27;campus;http://fr.wikipedia.org/wiki/Campus_central_de_Strasbourg
;;2;48.5773720;7.7398735;Médecine;0;;2012-03-25 12:01:01;2012-03-28 16:12:31;campus;http://fr.wikipedia.org/wiki/Campus_M%C3%A9decine
;;3;48.5267163;7.7371001;Ilkirch;0;;2012-03-25 12:01:01;2012-03-28 16:12:59;campus;http://fr.wikipedia.org/wiki/Campus_d%27Illkirch
;;4;48.6056170;7.7116084;Cronenbourg Schiltigheim;0;;2012-03-25 12:01:01;2012-03-28 16:13:32;campus;http://fr.wikipedia.org/wiki/Campus_de_Cronenbourg
;;5;48.5599374;7.7444279;Meinau;0;;2012-03-25 12:01:01;2012-03-28 10:41:45;campus;
;;6;48.5803337;7.7655637;Autres;0;;2012-03-25 12:01:01;2013-11-21 16:12:06;campus;
;0;12;48.5784040;7.7640110;;27;;2012-03-25 12:01:01;2014-02-14 14:57:38;acces_handicap;
;1-3;13;48.5784300;7.7639560;;27;;2012-03-25 12:01:01;2014-02-14 14:54:57;toilettes;
;-1;14;48.5784940;7.7634420;;27;;2012-03-25 12:01:01;2012-03-27 16:55:32;toilettes;
;0;15;48.5785590;7.7634340;AT8;27;;2012-03-25 12:01:01;2012-03-27 16:55:32;amphi;
;2;16;48.5785590;7.7633340;AT9;27;;2012-03-25 12:01:01;2013-01-14 15:38:03;amphi;
;0;17;48.5785443;7.7637198;Spot Numérique Atrium;27;;2012-03-25 12:01:01;2014-02-06 10:40:32;spot_numerique;
;0;18;48.5784770;7.7636540;Centre Culture Numérique;27;;2012-03-25 12:01:01;2014-02-14 14:59:56;autre;http://services-numeriques.unistra.fr/culture-numerique/centre-de-culture-numerique.html
;-1;19;48.5784690;7.7634850;;27;;2012-03-25 12:01:01;2014-02-14 15:01:44;distributeur;
;0-3;20;48.5784690;7.7639820;;27;;2012-03-25 12:01:01;2014-02-14 14:55:52;ascenseur;
Amphi 1 Jean Cavaillès;1;21;48.5783160;7.7648301;Amphi 1 Jean Cavaillès;28;;2012-03-25 12:01:01;2013-11-14 15:56:43;amphi;http://goo.gl/vaYIoe
Acces compliqué  depuis 1er étage prendre passerelle vers Bat 5 puis revenir au 2eme étage de la passerelle.;2;22;48.5781998;7.7646625;Amphi 2;28;;2012-03-25 12:01:01;2012-03-27 16:55:32;amphi;
;1;23;48.5783613;7.7650809;Amphi 3;28;;2012-03-25 12:01:01;2012-03-27 16:55:32;amphi;
;1;24;48.5783373;7.7653478;Amphi 4;28;;2012-03-25 12:01:01;2012-03-27 16:55:32;amphi;
;1;25;48.5783125;7.7656160;Amphi 5;28;;2012-03-25 12:01:01;2012-03-27 16:55:32;amphi;
;1;26;48.5782930;7.7658682;Amphi 6;28;;2012-03-25 12:01:01;2012-03-27 16:55:32;amphi;
;;27;48.5785237;7.7636379;Atrium;1;;2012-03-25 12:01:01;2012-03-28 10:44:05;batiment;
;;28;48.5783125;7.7651748;Patio;1;;2012-03-25 12:01:01;2012-03-28 10:44:05;batiment;
;;29;48.5783001;7.7678275;Athena;1;;2012-03-25 12:01:01;2012-03-28 10:44:05;batiment;
;;30;48.5814000;7.7665660;Bibliothèque Blaise Pascal;1;;2012-03-25 12:01:01;2012-11-12 14:29:42;batiment;http://www-sicd.u-strasbg.fr/bibs/sciences/
;;31;48.5790596;7.7620634;Bibliothèque U2-U3;1;;2012-03-25 12:01:01;2012-03-28 16:04:05;batiment;http://www-sicd.u-strasbg.fr/bibs/u2u3/
;;32;48.5804508;7.7653652;Centre Sportif Universitaire;1;;2012-03-25 12:01:01;2012-03-28 16:06:18;batiment;https://wo.u-strasbg.fr/app/WebObjects/SUAPSWeb.woa/wa/acceuil
;;33;48.5798510;7.7677470;Centre de Neurochimie;1;;2012-03-25 12:01:01;2012-03-28 16:06:57;batiment;http://neurochem.u-strasbg.fr/
;;34;48.5843048;7.7595395;Cité Universitaire Galia;1;;2012-03-25 12:01:01;2012-03-28 16:07:51;batiment;http://crous-strasbourg.fr/logement/residence-la-gallia.html
;;35;48.5812635;7.7683961;Collège Doctoral Européen;1;;2012-03-25 12:01:01;2012-03-28 16:08:20;batiment;http://cde.u-strasbg.fr/
;;36;48.5843189;7.7710247;Ensemble Saint-Georges;1;;2012-03-25 12:01:01;2012-03-28 10:44:06;batiment;
;;44;48.5785059;7.7617979;Escarpe;1;;2012-03-25 12:01:01;2012-03-28 10:47:04;batiment;
;;45;48.5789495;7.7675056;Faculté de Droit;1;;2012-03-25 12:01:01;2012-03-28 10:47:05;batiment;
;;46;48.5841415;7.7716470;Faculté de Géographie;1;;2012-03-25 12:01:01;2012-03-28 10:47:05;batiment;
;;47;48.5846490;7.7647805;Faculté de Psychologie;1;;2012-03-25 12:01:01;2012-11-12 15:30:25;batiment;http://www.unistra.fr/index.php?id=295
;;48;48.5835986;7.7651936;Faculté des sciences de l'éducation;1;;2012-03-25 12:01:01;2012-03-28 10:47:05;batiment;
;;49;48.5834921;7.7629352;Géologie;1;;2012-03-25 12:01:01;2012-03-28 10:47:05;batiment;
;;50;48.5807276;7.7664462;Institut Lebel;1;;2012-03-25 12:01:01;2012-03-28 10:47:05;batiment;
;;51;48.5820761;7.7650407;Institut National des Sciences Appliquées;1;;2012-03-25 12:01:01;2012-03-28 10:47:05;batiment;
;;52;48.5796132;7.7647913;Institut de Biologie Moléculaire et Cellulaire;1;;2012-03-25 12:01:01;2012-03-28 10:47:05;batiment;
;;53;48.5807737;7.7636969;Institut de Biologie Moléculaires des Plantes;1;;2012-03-25 12:01:01;2012-03-28 10:47:05;batiment;
;;54;48.5841699;7.7665669;Institut de Botanique;1;;2012-03-25 12:01:01;2012-03-28 10:47:05;batiment;
;;55;48.5838860;7.7643031;Institut de Physique;1;;2012-03-25 12:01:01;2012-03-28 10:47:05;batiment;
;;56;48.5804934;7.7627796;Institut de Recherches Mathématiques Avancées;1;;2012-03-25 12:01:01;2012-03-28 10:47:05;batiment;
;;57;48.5804898;7.7643836;Institut de Science et d'Ingénierie Supramoléculaire;1;;2012-03-25 12:01:01;2012-03-28 10:47:05;batiment;
;;58;48.5834105;7.7667868;Jardin Botanique;1;;2012-03-25 12:01:01;2012-03-28 10:47:05;parc;
;;59;48.5804827;7.7683157;MISHA;1;;2012-03-25 12:01:01;2012-03-28 10:47:05;batiment;
;;60;48.5846756;7.7682298;Maison Universitaire France-Japon;1;;2012-03-25 12:01:01;2012-03-28 10:47:05;batiment;
;;61;48.5831532;7.7760673;Maison de l'Ingénieur et de l'architecte;1;;2012-03-25 12:01:01;2012-03-28 10:47:05;batiment;
;;62;48.5843367;7.7679670;Maison des Personnels;1;;2012-03-25 12:01:01;2012-03-28 10:47:05;batiment;
;;63;48.5798847;7.7632664;Mathématique  Informatique - Physique du Globe;1;;2012-03-25 12:01:01;2012-03-28 10:47:05;batiment;
;;64;48.5839179;7.7657595;Musée de Sismologie;1;;2012-03-25 12:01:01;2012-03-28 10:47:05;batiment;
;;65;48.5788378;7.7646679;Nouveau Patio;1;;2012-03-25 12:01:01;2012-03-28 10:47:06;batiment;
;;66;48.5829491;7.7680501;Observatoire Astronomique de Strasbourg;1;;2012-03-25 12:01:01;2012-03-28 10:47:06;batiment;
;;67;48.5847696;7.7624738;Palais Universitaire;1;;2012-03-25 12:01:01;2012-11-12 15:38:01;batiment;http://fr.wikipedia.org/wiki/Palais_universitaire_de_Strasbourg
;;68;48.5778582;7.7677578;Pangloss;1;;2012-03-25 12:01:01;2012-03-28 10:47:06;batiment;
;;69;48.5829420;7.7691150;Planétarium de Strasbourg;1;;2012-03-25 12:01:01;2012-03-28 10:47:06;batiment;
;;70;48.5780516;7.7672160;Platane;1;;2012-03-25 12:01:01;2012-03-28 10:47:06;batiment;
;;71;48.5783817;7.7627420;Portique;1;;2012-03-25 12:01:01;2012-03-28 10:47:06;batiment;
;;72;48.5830201;7.7737230;Pôle Européen de Gestion et d'Economie;1;;2012-03-25 12:01:01;2012-03-28 10:47:06;batiment;
;;73;48.5846200;7.7595296;Restaurant Universitaire Galia;1;;2012-03-25 12:01:01;2012-11-07 11:55:40;batiment;http://www.afges.org/fr/12943272486256-la-gallia-ru-de-l-afges.html
;;74;48.5817497;7.7659500;Restaurant Universitaire de l'Esplanade;1;;2012-03-25 12:01:01;2012-03-28 10:50:35;batiment;
;;75;48.5830805;7.7749676;Résidence Universitaire de la Somme;1;;2012-03-25 12:01:01;2012-03-28 10:50:35;batiment;
;;76;48.5829279;7.7647966;Musée de Zoologie;1;;2012-03-25 12:01:01;2012-03-28 15:59:41;batiment;http://www.musees.strasbourg.eu/index.php?page=musee-zoo
Since November 1st 2000  27 rooms are available in this residence for professors in passing in the universities and the other higher education and research institution of Strasbourg. The Arconati-Visconti residence  property of the University of Strasbour;;77;48.5845390;7.7732402;Villa Arconati Visconti;1;;2012-03-25 12:01:01;2012-03-28 10:50:35;batiment;
;;78;48.5850038;7.7683452;Institut du travail;1;;2012-03-25 12:01:01;2012-03-28 10:50:35;batiment;
;;79;48.5839730;7.7601269;Maison de l'étudiante;1;;2012-03-25 12:01:01;2012-03-28 10:50:35;cite_universitaire;
;;80;48.5852842;7.7572274;ENGEES;1;;2012-03-25 12:01:01;2012-03-28 10:50:36;batiment;
;;81;48.5849258;7.7547303;Fondation Européene de la Science;6;;2012-03-25 12:01:01;2012-03-28 11:02:04;batiment;
Foyer de l'Etudiant Catholique;;82;48.5828995;7.7546176;FEC;6;;2012-03-25 12:01:01;2012-03-28 11:02:04;batiment;
;;83;48.5824186;7.7590165;Ecole supérieure des arts décoratifs;1;;2012-03-25 12:01:01;2012-03-28 10:50:36;batiment;
;;84;48.5816414;7.7634126;Halle des sports;1;;2012-03-25 12:01:01;2012-03-28 10:50:36;centre_sportif;
;;85;48.5799433;7.7657032;Plateforme de Biologie;1;;2012-03-25 12:01:01;2012-03-28 10:50:36;batiment;
;;86;48.5796744;7.7657307;Physiologie;1;;2012-03-25 12:01:01;2012-05-03 15:55:29;batiment;
;;87;48.5806424;7.7674091;Faculté de Chimie;1;;2012-03-25 12:01:01;2012-03-28 10:50:36;batiment;
;;88;48.5800107;7.7747422;Résidence universitaire Les Flamboyants;1;;2012-03-25 12:01:01;2012-03-28 10:50:36;batiment;
;;89;48.5785521;7.7704990;MGEL;1;;2012-03-25 12:01:01;2012-03-28 10:50:36;batiment;
;;90;48.5791359;7.7604809;La mutuelle des étudiants;1;;2012-03-25 12:01:01;2012-03-28 10:50:36;batiment;
;;91;48.5767030;7.7635950;Résidence universitaire Paul Appell;1;;2012-03-25 12:01:01;2012-03-28 10:50:36;cite_universitaire;
;;92;48.5761014;7.7636406;Restaurant universitaire Paul Appell;463;;2012-03-25 12:01:01;2012-11-07 12:01:34;restaurant_universitaire;http://crous-strasbourg.fr/restauration/liste-restaurants/strasbourg.html
;;93;48.5828356;7.7546874;Restaurant Universitaire du FEC;6;;2012-03-25 12:01:01;2012-03-28 11:02:04;restaurant_universitaire;
4 rue Kirschleger;;94;48.5774119;7.7396777;Faculté de médecine;2;;2012-03-25 12:01:01;2012-03-28 15:57:13;batiment;http://www-ulpmed.u-strasbg.fr/
;;95;48.5765787;7.7394551;Forum médecine;2;;2012-03-25 12:01:01;2012-03-28 10:51:41;batiment;
;;98;48.5769354;7.7388704;Bâtiment 3;2;;2012-03-25 12:01:01;2012-03-28 10:51:42;batiment;
;;99;48.5753640;7.7385606;Institut de bactériologie  parasitologie  virologie;2;;2012-03-25 12:01:01;2012-03-28 10:51:42;batiment;
;;100;48.5752513;7.7411583;Nouvel Hôpital Civil;2;;2012-03-25 12:01:01;2012-03-28 10:51:42;batiment;
;;101;48.5746941;7.7424350;Dermatologie;2;;2012-03-25 12:01:01;2012-03-28 10:51:42;batiment;
IRCAD;;103;48.5758636;7.7430412;Institut de recherche contre les cancers de l'appareil digestif;2;;2012-03-25 12:01:01;2012-03-28 15:57:39;batiment;http://www.ircad.fr/
;;104;48.5771856;7.7448303;Faculté de chirurgie dentaire;2;;2012-03-25 12:01:01;2012-03-28 10:51:42;batiment;
;;105;48.5769141;7.7452835;Institut d'Hygiène et Travaux Pratiques Dentaire;2;;2012-03-25 12:01:01;2012-03-28 10:51:42;batiment;
;;106;48.5759452;7.7445620;Psychatrie;2;;2012-03-25 12:01:01;2012-03-28 10:51:42;batiment;
;;107;48.5753897;7.7445111;Neurologie;2;;2012-03-25 12:01:01;2014-03-13 14:16:50;batiment;
;;108;48.5760730;7.7455947;Anesthésiologie;2;;2012-03-25 12:01:01;2014-03-13 14:16:50;batiment;
;;109;48.5760020;7.7466837;Institut d'Anatomie Normale et Pathologique;2;;2012-03-25 12:01:01;2014-03-13 14:16:50;batiment;
;;110;48.5754643;7.7471450;Institut de Physique Biologique;2;;2012-03-25 12:01:01;2014-03-13 14:16:50;batiment;
;;111;48.5762717;7.7478343;Institut d'Hématologie et d'Immunologie;2;;2012-03-25 12:01:01;2014-03-13 14:16:50;batiment;
;;112;48.5765450;7.7447820;Pavillon Leriche;2;;2012-03-25 12:01:01;2014-03-13 14:16:50;batiment;
;;113;48.5758494;7.7455303;Psychatrie infantile;2;;2012-03-25 12:01:01;2012-03-28 14:27:24;batiment;
;;114;48.5774838;7.7462143;Archives;2;;2012-03-25 12:01:01;2012-03-28 14:30:53;batiment;
CRIH;;115;48.5777375;7.7476841;Centre de Recherche et d'Information sur les Handicaps;2;;2012-03-25 12:01:01;2012-03-28 14:33:03;batiment;
;;116;48.5770987;7.7481401;Pharmacie;2;;2012-03-25 12:01:01;2012-03-28 14:33:41;batiment;
;;118;48.5777464;7.7483439;Crèche;2;;2012-03-25 12:01:01;2012-03-28 14:36:23;batiment;
;;119;48.5770011;7.7405655;Crèche;2;;2012-03-25 12:01:01;2012-03-28 14:38:14;batiment;
;;120;48.5768857;7.7413085;Parking réservé personnel des HUS;0;;2012-03-25 12:01:01;2012-03-28 14:39:49;parking_voitures;
;;121;48.5764598;7.7414426;Restaurant du personnel;2;;2012-03-25 12:01:01;2012-03-28 14:41:37;batiment;
;;122;48.5765858;7.7427623;Porte Kirshleger;2;;2012-03-25 12:01:01;2012-03-28 14:44:24;autre;
;;123;48.5753791;7.7457583;Oncologie - Hématologie;2;;2012-03-25 12:01:01;2012-03-28 14:51:50;batiment;
;;124;48.5753791;7.7457583;Chirurgie B;2;;2012-03-25 12:01:01;2012-03-28 14:52:59;batiment;
;;125;48.5748644;7.7473998;Clinique médicale B;2;;2012-03-25 12:01:01;2012-03-28 14:54:03;batiment;
;;126;48.5741617;7.7421856;Porte Pasteur;2;;2012-03-25 12:01:01;2012-03-28 14:55:14;autre;
;;127;48.5756062;7.7395356;Porte Koberlé;2;;2012-03-25 12:01:01;2012-03-28 14:56:28;autre;
;;128;48.5756311;7.7496877;P1;2;;2012-03-25 12:01:01;2012-03-28 14:58:07;parking_voitures;
;;129;48.5749922;7.7493310;P2;2;;2012-03-25 12:01:01;2012-05-24 15:20:18;parking_voitures;
;;130;48.5760570;7.7492693;Services techniques et logistiques;2;;2012-03-25 12:01:01;2012-03-28 15:00:40;batiment;
;;131;48.5769709;7.7487785;Administration;2;;2012-03-25 12:01:01;2012-03-28 15:02:15;batiment;
;;132;48.5765663;7.7469143;Salle des fêtes;2;;2012-03-25 12:01:01;2012-03-28 15:04:00;batiment;
;;133;48.5772424;7.7490494;Porte Place de l'Hôpital;2;;2012-03-25 12:01:01;2012-03-28 15:05:12;autre;
;;134;48.5767899;7.7494168;Porte Economat;2;;2012-03-25 12:01:01;2012-03-28 15:06:25;autre;
;;135;48.5741972;7.7422768;Arrêt Bus;2;;2012-03-25 12:01:01;2012-03-28 15:12:47;acces_bus;
Ligne 15;;136;48.5740179;7.7433282;Arrêt Hopital civil;0;;2012-03-25 12:01:01;2012-03-28 15:13:47;acces_bus;
;;137;48.5745042;7.7385566;Arrêt Bus Lycée Pasteur;2;;2012-03-25 12:01:01;2012-05-24 15:06:25;acces_bus;
;;138;48.5743214;7.7387926;Arrêt Bus;2;;2012-03-25 12:01:01;2012-03-28 15:20:06;acces_bus;
;;139;48.5785290;7.7392244;Arrêt Bus;2;;2012-03-25 12:01:01;2012-03-28 15:21:25;acces_bus;
;;140;48.5787082;7.7397609;Arrêt Bus;2;;2012-03-25 12:01:01;2012-03-28 15:22:08;acces_bus;
;;141;48.5745166;7.7488750;Arrêt Bus;2;;2012-03-25 12:01:01;2012-03-28 15:23:55;acces_bus;
;;142;48.5748600;7.7485062;Amphi Clinique médicale B;2;;2012-03-25 12:01:01;2012-03-28 15:24:52;amphi;
;;143;48.5750188;7.7421883;;2;;2012-03-25 12:01:01;2012-03-28 15:27:35;parking_velos;
Distributeur bancaire;;144;48.5763889;7.7426845;Distributeur bancaire;2;;2012-03-25 12:01:01;2012-03-28 15:30:02;autre;
;;145;48.5765574;7.7422205;Home des infirmières;2;;2012-03-25 12:01:01;2012-03-28 15:31:56;batiment;
;;146;48.5760162;7.7436715;Institut de Pharmacologie Clinique Roche;2;;2012-03-25 12:01:01;2012-03-28 15:48:55;batiment;http://www.institut-roche.com/
Coordination Régionale de la lutte contre le Virus de L'Immunodéficience Humaine;;147;48.5764847;7.7463457;COREVIH;2;;2012-03-25 12:01:01;2012-03-28 15:48:19;batiment;http://www.corevih-alsace.fr/
Allée d'Athènes 67300 Schiltigheim;;148;48.6078162;7.7085614;IUT Louis Pasteur;4;;2012-03-29 12:01:01;2014-03-13 15:30:32;batiment;http://www.iut-lps.fr/
;;149;48.6047373;7.7112222;IPHC (Institut pluridisciplinaire Hubert Curien);4;;2012-03-29 12:01:01;2012-05-17 12:20:51;batiment;
;;150;48.6045139;7.7119625;CNRS Délégation Alsace;4;;2012-03-29 12:01:01;2012-03-29 11:40:26;batiment;
;;151;48.6056348;7.7116567;Département Ecologie  physiologie et éthologie (DEPE);4;;2012-03-29 12:01:01;2012-03-29 11:40:26;batiment;
;;152;48.6063123;7.7145052;Institut de physique et de chimie des matériaux de Strasbourg (IPCMS);4;;2012-03-29 12:01:01;2012-03-29 11:40:26;batiment;
;;153;48.6067450;7.7159804;Institut Charles Sadron (ICS);4;;2012-03-29 12:01:01;2012-03-29 11:36:24;batiment;http://www-ics.u-strasbg.fr
;;154;48.6069117;7.7144945;Laboratoire d’imagerie et de neurosciences cognitives (LINC);4;;2012-03-29 12:01:01;2012-03-29 11:40:26;batiment;
