description;floor;id;latitude;longitude;name;related_to_poi;tags;time_created;time_modified;type;url
;1;367;48.5815350;7.7665977;Section Sciences de la Vie;30;;2012-04-17 12:01:01;2012-04-17 16:42:57;autre;
Unité Régionale de Formation à l'Information Scientifique et Technique (URFIST);2;368;48.5812874;7.7666715;URFIST;30;;2012-04-17 12:01:01;2012-04-17 16:46:25;autre;http://www.unistra.fr/index.php?id=1134
Section Informatique et Sciences de l'Ingénieur;2;369;48.5812555;7.7664515;Section Informatique et Sciences de l'Ingénieur;30;;2012-04-17 12:01:01;2012-04-18 16:46:25;autre;
Section Physique;2;370;48.5815190;7.7665642;Section Physique;30;;2012-04-17 12:01:01;2012-04-17 16:50:20;autre;
;3;371;48.5814107;7.7665333;Accueil section péridiques;30;;2012-04-17 12:01:01;2012-04-17 16:51:57;autre;
;3;372;48.5813957;7.7665119;;30;;2012-04-17 12:01:01;2013-01-10 15:50:51;copieur;http://www.passcampus-alsace.fr/fonctionnalites/impression/
Vente sandwitches  snacks ;0;373;48.5819581;7.7662303;Point de vente sandwitches  snacks ;74;;2012-04-17 12:01:01;2012-04-17 16:57:09;autre;
Cafétéria;0;374;48.5818295;7.7661498;Cafétéria;74;;2012-04-17 12:01:01;2012-04-17 16:58:35;cafe;
;0-2;375;48.5817709;7.7659661;;74;;2012-04-17 12:01:01;2012-04-17 16:59:33;ascenseur;
;;376;48.5834637;7.7620661;Boutique Vélhop Université;0;;2012-04-17 12:01:01;2012-04-20 17:13:27;vélhop;http://www.velhop.strasbourg.eu
;Station Vélhop;377;48.5820176;7.7667707;;0;;2012-04-17 12:01:01;2012-04-20 17:17:26;vélhop;http://www.velhop.strasbourg.eu
Station Vélhop;;378;48.5845106;7.7687904;;0;;2012-04-17 12:01:01;2012-04-20 17:17:26;vélhop;http://www.velhop.strasbourg.eu
Station Vélhop du campus d'Ilkirch;;379;48.5296756;7.7342436;;0;;2012-04-17 12:01:01;2012-04-20 17:20:33;vélhop;http://www.velhop.strasbourg.eu/
;0;380;48.5798736;7.7639182;;63;handicap_ok;2012-04-24 12:01:01;2012-04-24 16:44:02;batiment_entree;
;0;381;48.5798608;7.7638203;;63;;2012-04-24 12:01:01;2013-01-10 15:50:51;copieur;http://www.passcampus-alsace.fr/fonctionnalites/impression/
;0;382;48.5798386;7.7637103;Amphi Jean Frenkel;63;;2012-04-24 12:01:01;2012-04-24 16:46:25;amphi;
;0;383;48.5796447;7.7636781;Petit amphi;63;;2012-04-24 12:01:01;2012-04-24 16:47:17;amphi;
;0;384;48.5798860;7.7634790;;63;;2012-04-24 12:01:01;2012-04-24 16:48:19;cafe;
;0;385;48.5798687;7.7634609;;63;;2012-04-24 12:01:01;2012-04-24 16:48:57;distributeur;
;0;386;48.5800120;7.7638907;Toilettes hommes;63;;2012-04-24 12:01:01;2012-04-24 16:50:05;toilettes;
;0;387;48.5800307;7.7635910;Toilettes femmes;63;;2012-04-24 12:01:01;2012-04-24 16:51:25;toilettes;
;0;388;48.5798599;7.7633321;;63;;2012-04-24 12:01:01;2012-05-24 15:09:31;parc;
Amphi Edmond et Jean-Pierre Rothé;0;389;48.5796842;7.7631343;Amphi Edmond et Jean-Pierre Rothé;63;;2012-04-24 12:01:01;2012-04-24 16:54:23;amphi;
Cabine téléphonique;0;390;48.5797561;7.7630867;;63;;2012-04-24 12:01:01;2012-04-24 16:55:41;autre;
;0;391;48.5796531;7.7629606;;63;handicap_non;2012-04-24 12:01:01;2012-04-24 16:56:40;batiment_entree;
;0;392;48.5796891;7.7629264;;63;;2012-04-24 12:01:01;2012-04-24 16:57:24;accueil;
;1-5;393;48.5797419;7.7628272;;63;;2012-04-24 12:01:01;2012-04-24 16:58:44;toilettes;
;0-5;394;48.5798168;7.7628326;;63;;2012-04-24 12:01:01;2012-04-24 16:59:27;ascenseur;
Niveau entresol (E). ;Scolarité Physique du Globe;395;48.5798319;7.7626602;;63;;2012-04-24 12:01:01;2012-04-24 17:01:59;scolarite;
Bibliothèque Physique du Globe;0;396;48.5798301;7.7626227;;63;;2012-04-24 12:01:01;2012-04-24 17:02:55;bibliotheque;
;0-4;397;48.5801149;7.7637814;;63;;2012-04-24 12:01:01;2012-04-24 17:04:06;ascenseur;
Scolarité Informatique et Mathématiques;1;398;48.5800919;7.7637318;Scolarité Info-Math;63;;2012-04-24 12:01:01;2012-04-24 17:05:26;scolarite;
Accès handicapés sur la gauche via parking;0;399;48.5804459;7.7630290;;56;handicap_ok;2012-04-24 12:01:01;2012-04-24 17:11:04;batiment_entree;
;0;400;48.5806020;7.7628601;;56;handicap_non;2012-04-24 12:01:01;2012-04-24 17:12:26;batiment_entree;
Salle de conférences;0;401;48.5804463;7.7626348;Salle de conférences;56;;2012-04-24 12:01:01;2012-04-24 17:14:54;amphi;
;;402;48.5804605;7.7627937;;56;;2012-04-24 12:01:01;2012-04-24 17:15:49;ascenseur;
;0;403;48.5803891;7.7627655;;56;;2012-04-24 12:01:01;2012-04-24 17:18:08;cafe;
;0;404;48.5804006;7.7627474;;56;;2012-04-24 12:01:01;2012-04-24 17:18:49;distributeur;
Scolarité IREM (Institut de Recherche sur l'Enseignement des Mathématiques);0;405;48.5805856;7.7626099;Scolarité IREM;56;;2012-04-24 12:01:01;2012-04-24 17:21:00;scolarite;http://irem.u-strasbg.fr/
Bibliothèque IREM;;406;48.5805821;7.7627065;Bibliothèque IREM;56;;2012-04-24 12:01:01;2012-04-24 17:22:03;bibliotheque;http://irem.u-strasbg.fr/
Intitut de Recherche Mathématique Avancée;0;407;48.5804685;7.7629633;Administration IRMA;56;;2012-04-24 12:01:01;2012-04-24 17:24:35;autre;http://www-irma.u-strasbg.fr/
;0;408;48.5804805;7.7629070;;56;;2012-04-24 12:01:01;2012-04-24 17:25:23;toilettes;
Entrée principale;0;409;48.5806850;7.7672079;;87;handicap_ok;2012-05-03 12:01:01;2012-05-03 15:12:25;batiment_entree;
;0;410;48.5807276;7.7673702;;87;;2012-05-03 12:01:01;2012-05-03 15:13:22;accueil;
Cabine téléphonique;;411;48.5807249;7.7673957;Cabine téléphonique;87;;2012-05-03 12:01:01;2012-10-29 15:31:26;autre;
Scolarité Chimie;0;412;48.5808394;7.7674292;;87;;2012-05-03 12:01:01;2012-05-03 15:18:38;scolarite;
;0;413;48.5812156;7.7673058;;87;handicap_ok;2012-05-03 12:01:01;2012-05-03 15:20:50;batiment_entree;
;0;414;48.5812280;7.7674104;;87;;2012-05-03 12:01:01;2012-05-03 15:22:39;distributeur;
K'fet Chimie;0;415;48.5813229;7.7674104;;87;;2012-05-03 12:01:01;2012-05-03 15:25:36;cafe;
;0;416;48.5812120;7.7675472;;87;;2012-05-03 12:01:01;2012-05-03 15:26:52;toilettes;
Amphi Muller;0;417;48.5812502;7.7675714;Amphi Muller;87;;2012-05-03 12:01:01;2012-05-03 15:28:45;amphi;
Amphi Fischer;0;418;48.5813318;7.7676143;Amphi Fischer;87;;2012-05-03 12:01:01;2012-05-03 15:30:34;amphi;
Amphi Guy Ourisson;1;419;48.5813176;7.7676813;Amphi Guy Ourisson;87;;2012-05-03 12:01:01;2012-05-03 15:33:06;amphi;
Salle Gerhardt;1;420;48.5814028;7.7674346;Salle Gerhardt;87;;2012-05-03 12:01:01;2012-05-03 15:35:52;salle;
;0-14;421;48.5806220;7.7676585;;87;;2012-05-03 12:01:01;2012-05-03 15:37:52;toilettes;
;0-14;422;48.5805865;7.7676424;;87;;2012-05-03 12:01:01;2012-05-03 15:38:53;ascenseur;
;0;423;48.5803266;7.7653277;;32;handicap_ok;2012-05-03 12:01:01;2012-05-03 15:42:09;batiment_entree;
;0;424;48.5804135;7.7653170;;32;;2012-05-03 12:01:01;2012-05-03 15:43:01;accueil;
;0;425;48.5805067;7.7645096;;57;handicap_ok;2012-05-03 12:01:01;2012-05-03 15:47:53;batiment_entree;
;0;426;48.5795134;7.7646840;;52;handicap_non;2012-05-03 12:01:01;2012-05-03 15:49:59;batiment_entree;
;0;427;48.5795427;7.7646625;;52;;2012-05-03 12:01:01;2012-05-03 15:50:56;accueil;
;0;428;48.5795906;7.7657649;;86;;2012-05-03 12:01:01;2012-05-03 15:56:32;batiment_entree;
;0;429;48.5795959;7.7660070;;86;;2012-05-03 12:01:01;2012-05-03 15:57:57;toilettes;
;-1-4;430;48.5796070;7.7660110;;86;;2012-05-03 12:01:01;2012-05-03 15:59:21;ascenseur;
;0;431;48.5796957;7.7659949;;86;;2012-05-03 12:01:01;2012-05-03 16:01:30;distributeur;
;0;432;48.5796420;7.7653740;;86;;2012-05-03 12:01:01;2012-05-03 16:02:46;toilettes;
;0;433;48.5796540;7.7653813;;86;;2012-05-03 12:01:01;2012-05-03 16:03:32;ascenseur;
Amphi R10;0;434;48.5798403;7.7659721;Amphi R10;86;;2012-05-03 12:01:01;2012-05-03 16:04:49;amphi;
;0;435;48.5801065;7.7657367;;85;handicap_ok;2012-05-03 12:01:01;2012-05-03 16:06:32;batiment_entree;
;;436;48.5800826;7.7657622;;85;;2012-05-03 12:01:01;2012-05-03 16:07:43;ascenseur;
;0;437;48.5800293;7.7657019;;85;;2012-05-03 12:01:01;2012-05-03 16:08:23;accueil;
;0;438;48.5800267;7.7656522;;85;;2012-05-03 12:01:01;2012-05-03 16:09:15;distributeur;
Entrée principale du Nouveau Patio;0;439;48.5789975;7.7647001;;65;handicap_ok;2012-05-03 12:01:01;2012-05-03 16:12:36;batiment_entree;
;0;440;48.5789016;7.7646196;;65;;2012-05-03 12:01:01;2012-05-03 16:13:54;accueil;
Espace avenir (orientation - stage - emploi);0;441;48.5787180;7.7648020;Espace avenir;65;;2012-05-03 12:01:01;2012-05-03 16:16:22;autre;http://www.unistra.fr/index.php?id=103
;0;442;48.5786497;7.7645257;;65;;2012-05-03 12:01:01;2012-05-03 16:19:21;toilettes;
;0-4;443;48.5786647;7.7644439;;65;;2012-05-03 12:01:01;2012-05-03 16:21:41;ascenseur;
Ligne E Robertsau Boecklin vers Baggersee Ligne F Elsau vers Place d'Islande Ligne C Gare Centrale vers Neuhof Rodolph Reuss;;444;48.5826870;7.7640100;Tram Université;1;;2012-05-03 12:01:01;2014-02-14 15:54:58;acces_tram;
;;445;48.5813300;7.7689670;Tram Observatoire;1;;2012-05-03 12:01:01;2014-02-14 15:45:23;acces_tram;
Ligne E (Robertsau Boecklin vers Baggersee) Ligne C (Gare Centrale vers Neuhof Rodolphe Reuss);;446;48.5782950;7.7693560;Tram Esplanade;1;;2012-05-03 12:01:01;2014-02-14 15:33:53;acces_tram;
;;447;48.5843697;7.7584032;Galia;1;;2012-05-03 12:01:01;2012-10-29 11:52:33;acces_tram;
;;448;48.5844248;7.7592025;Galia;1;;2012-05-03 12:01:01;2012-10-29 11:54:53;acces_bus;
Ligne 15  Robertsau Boecklin vers Lingolsheim Alouettes;;449;48.5814730;7.7702540;Bus Observatoire;1;;2012-05-03 12:01:01;2014-02-14 15:41:19;acces_bus;
Bd de la Marne;;450;48.5837239;7.7730319;;1;;2012-05-03 12:01:01;2012-10-29 11:58:36;acces_bus;
Ligne 2 Campus d'Illkirch vers Pont du Rhin;;451;48.5808040;7.7704970;Bus Observatoire;1;;2012-05-03 12:01:01;2014-02-14 15:39:46;acces_bus;
Ligne 15 Robertsau Boecklin vers Lingolsheim Alouettes;;452;48.5781940;7.7691940;Bus Esplanade;1;;2012-05-03 12:01:01;2014-02-14 15:27:38;acces_bus;
Ligne 30 Robertsau Chasseurs vers Wattwiller;;453;48.5771180;7.7681810;Bus Rome;1;;2012-05-03 12:01:01;2014-02-14 15:21:01;acces_bus;
Ligne 15 Lingolsheim Alouettes vers Robertsau Boecklin Ligne 30 Robertsau Chasseurs vers Wattwiller;;454;48.5776160;7.7638700;Bus Palerme;1;;2012-05-03 12:01:01;2014-02-14 15:16:51;acces_bus;
Ligne 15 Robertsau Boecklin vers Lingolsheim Alouettes Ligne 30 Wattwiller vers Robertsau Chasseurs;;455;48.5777240;7.7641699;Bus Palerme;1;;2012-05-03 12:01:01;2014-02-14 15:18:20;acces_bus;
Ligne 15
Lingolsheim Alouettes vers Robertsau Boecklin
Ligne 30
Robertsau Chasseurs vers Wattwiller;;456;48.5779037;7.7618149;Bus Cité Administrative;1;;2012-05-03 12:01:01;2014-02-14 15:13:56;acces_bus;
Ligne 15
Robertsau Boecklin vers Lingolsheim Alouettes
Ligne 30
Wattwiller vers Robertsau Chasseurs;;457;48.5784077;7.7605489;Bus Cité Administrative;1;;2012-05-03 12:01:01;2014-02-14 15:11:03;acces_bus;
;;458;48.5778770;7.7393594;Grand amphi de médecine;2;;2012-05-03 12:01:01;2012-10-29 15:26:10;amphi;
;;459;48.5778718;7.7392415;Petit amphi de médecine;2;;2012-05-03 12:01:01;2012-10-29 15:25:21;amphi;
;;461;48.5817497;7.7659500;Restaurant Universitaire de l'Esplanade;74;;2012-03-25 12:01:01;2012-11-07 11:53:04;restaurant_universitaire;
;;462;48.5846200;7.7595296;Restaurant Universitaire Galia;73;;2012-03-25 12:01:01;2012-11-07 11:58:22;restaurant_universitaire;http://www.afges.org/fr/12943272486256-la-gallia-ru-de-l-afges.html
;;463;48.5761014;7.7636406;Restaurant universitaire Paul Appell;1;;2012-03-25 12:01:01;2012-03-29 12:23:09;batiment;http://crous-strasbourg.fr/restauration/liste-restaurants/strasbourg.html
;;464;48.5817180;7.7659923;;74;;2012-05-03 12:01:01;2012-11-12 16:22:15;borne_recharge;http://www.passcampus-alsace.fr/
;;465;48.5761016;7.7636348;;463;;2012-05-03 12:01:01;2012-11-12 16:22:15;borne_recharge;http://www.passcampus-alsace.fr/
;;466;48.5813941;7.7667166;Bibliothèque Blaise Pascal;30;;2012-03-25 12:01:01;2012-11-12 14:31:02;bibliotheque;http://www-sicd.u-strasbg.fr/bibs/sciences/
;;467;48.5802320;7.7657779;K'fet des Sciences;1;;2012-05-03 12:01:01;2012-11-07 17:08:57;batiment;
;;468;48.5802320;7.7657779;K'fet des Sciences;467;;2012-05-03 12:01:01;2012-11-07 17:08:57;cafe;
;;469;48.5804508;7.7653652;Centre Sportif Universitaire;32;;2012-03-25 12:01:01;2012-03-28 16:06:18;centre_sportif;https://wo.u-strasbg.fr/app/WebObjects/SUAPSWeb.woa/wa/acceuil
;;470;48.5834637;7.7620661;Boutique Vélhop Université;0;;2012-04-17 12:01:01;2012-04-20 17:13:27;velhop;http://www.velhop.strasbourg.eu
;Station Vélhop;471;48.5820176;7.7667707;;0;;2012-04-17 12:01:01;2012-04-20 17:17:26;velhop;http://www.velhop.strasbourg.eu
Station Vélhop;;472;48.5845106;7.7687904;;0;;2012-04-17 12:01:01;2012-04-20 17:17:26;velhop;http://www.velhop.strasbourg.eu
Station Vélhop du campus d'Ilkirch;;473;48.5296756;7.7342436;;0;;2012-04-17 12:01:01;2012-04-20 17:20:33;velhop;http://www.velhop.strasbourg.eu/
;;474;48.5833430;7.7679330;Grande Coupole;66;;2012-05-03 12:01:01;2012-11-09 16:46:49;autre;
Accès réservé aux personnels et étudiants de l'Observatoire.;1;475;48.5828696;7.7689791;Bibliothèque Observatoire;66;;2012-05-03 12:01:01;2012-11-09 16:49:20;bibliotheque;
;0;476;48.5839324;7.7672518;Serre tropicale;58;;2012-05-03 12:01:01;2012-11-09 17:05:37;autre;
;0;477;48.5840823;7.7669083;;54;;2012-05-03 12:01:01;2012-11-09 17:04:55;batiment_entree;
;0;478;48.5839900;7.7668573;;54;;2012-05-03 12:01:01;2012-11-09 17:04:32;accueil;
;0;479;48.5840335;7.7670933;;54;;2012-05-03 12:01:01;2012-11-09 17:04:09;distributeur;
;0-2;480;48.5840841;7.7667601;;54;;2012-05-03 12:01:01;2012-11-09 16:57:42;ascenseur;
;0-1;481;48.5840158;7.7667011;;54;;2012-05-03 12:01:01;2012-11-09 16:58:54;toilettes;
Scolarité Botanique  Sciences de la Vie;0;482;48.5842181;7.7663766;;54;;2012-05-03 12:01:01;2012-11-09 17:05:56;scolarite;
;0;483;48.5842180;7.7668271;Salle d'Alsace;54;;2012-05-03 12:01:01;2012-11-09 17:03:37;salle;
;1;484;48.5840070;7.7666823;Grande salle de conférence;54;;2012-05-03 12:01:01;2012-11-09 17:09:21;salle;
;1;485;48.5840983;7.7663779;Petite salle de conférence;54;;2012-05-03 12:01:01;2012-11-09 17:09:21;salle;
;1;486;48.5842163;7.7668164;Centre de ressource de langues Vie;54;;2012-05-03 12:01:01;2012-11-09 17:11:21;autre;
Entrée étudiants à l'étage 2.;1-2;487;48.5841400;7.7666139;Amphi Maresquelle;54;;2012-05-03 12:01:01;2012-11-09 17:12:52;amphi;
Amicale de Psychologie de l'Université de Strasbourg;0;488;48.5843129;7.7654183;Cafétéria LAPSUS ;47;;2012-05-03 12:01:01;2012-11-12 11:18:11;cafe;http://www.asso-lapsus.com/
;0;489;48.5843200;7.7654760;;47;;2012-05-03 12:01:01;2012-11-12 11:17:35;acces_handicap;
;;490;48.5844660;7.7658790;DLI - Direction de la Logistique Immobilière;1;;2012-05-03 12:01:01;2012-11-12 11:21:18;batiment;
;0;491;48.5844290;7.7655390;;47;;2012-05-03 12:01:01;2012-11-12 11:28:24;toilettes;
;0;492;48.5845030;7.7653499;Bibliothèque de Psychologie et Sciences de l'Education;47;;2012-05-03 12:01:01;2012-11-12 11:30:12;bibliotheque;
;1;493;48.5845100;7.7652900;Amphi Gaston Viaud;47;;2012-05-03 12:01:01;2012-11-12 11:32:00;amphi;
;;494;48.5844710;7.7650964;;47;;2012-05-03 12:01:01;2012-11-12 11:32:43;parking_velos;
;1;495;48.5846306;7.7649945;;47;;2012-05-03 12:01:01;2013-01-10 15:50:51;copieur;http://www.passcampus-alsace.fr/fonctionnalites/impression/
;0;496;48.5846600;7.7649503;Scolarité Fac Psychologie;47;;2012-05-03 12:01:01;2012-11-12 11:41:17;scolarite;
;0;497;48.5846359;7.7646565;;47;;2012-05-03 12:01:01;2012-11-12 11:43:18;toilettes;
Défibrilateur;0;498;48.5847148;7.7646848;;47;;2012-05-03 12:01:01;2012-11-12 11:44:58;autre;
;0;499;48.5848820;7.7641416;;47;;2012-05-03 12:01:01;2012-11-12 11:46:09;toilettes;
;1;500;48.5847849;7.7643213;Amphi Lagache;47;;2012-05-03 12:01:01;2012-11-12 11:50:41;amphi;
;;501;48.5835900;7.7650650;;48;;2012-05-03 12:01:01;2012-11-28 14:14:48;batiment_entree;
;0;504;48.5836564;7.7651325;Galerie d'actualité scientifique;48;;2012-05-03 12:01:01;2012-11-29 14:45:04;autre;http://jardin-sciences.unistra.fr/
;0;505;48.5837440;7.7653000;;48;;2012-05-03 12:01:01;2012-11-28 14:21:30;toilettes;
;-1;506;48.5835500;7.7652516;;48;;2012-05-03 12:01:01;2012-11-29 14:47:01;distributeur;
;0-1;507;48.5835800;7.7653020;;48;;2012-05-03 12:01:01;2012-11-29 14:48:26;ascenseur;
;0;508;48.5835074;7.7654420;Amphi R4;48;;2012-05-03 12:01:01;2012-11-29 14:50:09;amphi;
;0;509;48.5827223;7.7646749;Entrée du Musée Zoologique;76;;2012-05-03 12:01:01;2012-11-29 15:14:40;batiment_entree;http://www.musees.strasbourg.eu/index.php?page=musee-zoo
;0;510;48.5826930;7.7647849;;76;;2012-05-03 12:01:01;2012-11-29 14:55:25;acces_handicap;
;0;511;48.5827711;7.7647084;;76;;2012-05-03 12:01:01;2012-11-29 14:58:12;accueil;
;0;512;48.5831889;7.7646132;Entrée vers Amphi Bataillon;76;;2012-05-03 12:01:01;2012-11-29 15:14:06;batiment_entree;
;0;513;48.5831038;7.7646803;;76;;2012-05-03 12:01:01;2012-11-29 15:17:23;distributeur;
;0;514;48.5831171;7.7646186;Amphi Bataillon;76;;2012-05-03 12:01:01;2012-11-29 15:18:48;amphi;
;;515;48.5838384;7.7639199;;55;;2012-05-03 12:01:01;2012-11-29 15:38:57;batiment_entree;
Rez-de-chaussée surélevé;0;516;48.5838862;7.7638903;Café Amicale Ariane;55;;2012-05-03 12:01:01;2012-11-29 15:46:10;cafe;https://asso-ariane.u-strasbg.fr/
Rez-de-chaussée surélevé;0;517;48.5838792;7.7640178;;55;;2012-05-03 12:01:01;2013-01-10 15:50:51;copieur;http://www.passcampus-alsace.fr/fonctionnalites/impression/
;0-2;518;48.5839780;7.7639601;;55;;2012-05-03 12:01:01;2012-11-29 16:24:04;toilettes;
;;519;48.5837647;7.7645475;Amphi Carnot;55;;2012-05-03 12:01:01;2012-11-29 16:26:19;amphi;
;;520;48.5838801;7.7646199;Amphi Weiss;55;;2012-05-03 12:01:01;2012-11-29 16:28:05;amphi;
Au dernier étage;;521;48.5837100;7.7645261;Centre de Ressources en Langues Physique;55;;2012-05-03 12:01:01;2012-11-29 16:29:45;autre;
;;522;48.5838711;7.7642069;Bibliothèque Institut de Physique;55;;2012-05-03 12:01:01;2012-11-29 16:30:56;bibliotheque;
;;523;48.5839625;7.7636838;;55;handicap_ok;2012-05-03 12:01:01;2012-11-29 16:50:03;batiment_entree;
;0-2;524;48.5841515;7.7637669;;55;;2012-05-03 12:01:01;2012-11-29 16:51:24;toilettes;
;1;525;48.5840512;7.7633472;Scolarité Institut de Physique;55;;2012-05-03 12:01:01;2012-11-29 16:53:18;scolarite;
;2;526;48.5841223;7.7636020;Amphi Fresnel;55;;2012-05-03 12:01:01;2012-11-29 16:54:31;amphi;
;;527;48.5838499;7.7644778;;55;;2012-05-03 12:01:01;2012-11-29 16:55:46;ascenseur;
;;528;48.5848800;7.7620520;;67;;2012-05-03 12:01:01;2012-12-06 15:09:43;batiment_entree;
;0;529;48.5847947;7.7620587;;67;;2012-05-03 12:01:01;2012-12-06 16:22:47;accueil;
;0;530;48.5847270;7.7620534;Défibrilateur;67;;2012-05-03 12:01:01;2012-12-06 16:22:47;autre;
Deux copieurs;0;531;48.5846990;7.7621083;;67;;2012-05-03 12:01:01;2013-01-10 15:50:51;copieur;http://www.passcampus-alsace.fr/fonctionnalites/impression/
;0;532;48.5846998;7.7621379;;67;;2012-05-03 12:01:01;2012-12-06 16:22:47;borne_maj;
;0;533;48.5846918;7.7621553;;67;;2012-05-03 12:01:01;2012-12-06 16:22:47;distributeur;
;0;534;48.5845729;7.7619568;Bibliothèque IPR (Institut de Pédagogie Religieuse);67;;2012-05-03 12:01:01;2012-12-06 16:22:47;bibliotheque;
;0;535;48.5843769;7.7619380;Théologie Catholique;67;;2012-05-03 12:01:01;2012-12-06 16:22:47;scolarite;
;0;536;48.5843715;7.7620681;;67;;2012-05-03 12:01:01;2012-12-06 16:22:47;toilettes;
;1;537;48.5842793;7.7622465;Institut des Sciences Historiques;67;;2012-05-03 12:01:01;2012-12-06 16:11:40;scolarite;
;0;538;48.5844460;7.7623497;Institut de Droit Canonique;67;;2012-05-03 12:01:01;2012-12-06 16:21:06;autre;
;0;539;48.5846102;7.7622826;Toilettes femmes;67;;2012-05-03 12:01:01;2012-12-06 16:21:06;toilettes;
;0;540;48.5846137;7.7625334;Presses Universitaires de Strasbourg;67;;2012-05-03 12:01:01;2012-12-06 16:21:06;autre;http://www.pu-strasbourg.com/
;0;541;48.5845880;7.7626260;Secrétariat Arts Visuels;67;;2012-05-03 12:01:01;2012-12-06 16:21:06;scolarite;
;0;542;48.5844922;7.7628688;Département des Arts Plastiques;67;;2012-05-03 12:01:01;2012-12-06 16:21:06;autre;
;0;543;48.5847238;7.7630055;SCD Histoire;67;;2012-05-03 12:01:01;2012-12-06 16:21:06;bibliotheque;
;0;544;48.5847779;7.7630538;Université Populaire;67;;2012-05-03 12:01:01;2012-12-06 16:21:06;autre;http://www.u-populaire-europeenne.com/
;-1-1;545;48.5850112;7.7626770;;67;;2012-05-03 12:01:01;2012-12-06 15:43:11;ascenseur;
;0;546;48.5853288;7.7624289;Théologie Protestante;67;;2012-05-03 12:01:01;2012-12-06 16:19:56;scolarite;
;0;547;48.5851797;7.7623323;Bibliothèque des facultés de Théologies catholique et protestante;67;;2012-05-03 12:01:01;2012-12-06 16:19:56;bibliotheque;http://www-sicd.u-strasbg.fr/bibs/theologie/
;0;548;48.5850342;7.7624114;Toilettes hommes;67;;2012-05-03 12:01:01;2012-12-06 16:19:12;toilettes;
;;549;48.5847238;7.7626367;Aula Marc Bloch;67;;2012-05-03 12:01:01;2012-12-06 15:57:01;autre;
;-1;550;48.5844788;7.7624007;;67;;2012-05-03 12:01:01;2012-12-06 16:00:08;batiment_entree;
;-1;551;48.5844629;7.7623471;Cafétéria;67;;2012-05-03 12:01:01;2012-12-06 16:01:36;cafe;
;-1;552;48.5844594;7.7628916;;67;;2012-05-03 12:01:01;2012-12-06 16:02:44;batiment_entree;
;-1;553;48.5848267;7.7631423;;67;;2012-05-03 12:01:01;2012-12-06 16:04:03;batiment_entree;
Entrée à ouverture/fermeture automatique;-1;554;48.5850564;7.7627682;;67;handicap_ok;2012-05-03 12:01:01;2012-12-06 16:05:48;batiment_entree;
;-1;555;48.5853412;7.7626944;;67;;2012-05-03 12:01:01;2012-12-06 16:06:53;batiment_entree;
;-1;556;48.5851647;7.7625710;Salle Tauler;67;;2012-05-03 12:01:01;2012-12-06 16:08:30;salle;
;-1;557;48.5852267;7.7625509;;67;;2012-05-03 12:01:01;2012-12-06 16:09:57;toilettes;
;1;558;48.5845073;7.7623792;Bibliothèque Histoire;67;;2012-05-03 12:01:01;2012-12-06 16:13:46;bibliotheque;
;1;559;48.5847397;7.7623404;Salle Fustel de Coulanges;67;;2012-05-03 12:01:01;2012-12-06 16:17:04;salle;
;1;560;48.5847689;7.7622358;Salle Pasteur;67;;2012-05-03 12:01:01;2012-12-06 16:18:14;salle;
;;561;48.5835447;7.7626902;;49;;2012-05-03 12:01:01;2012-12-06 16:28:10;batiment_entree;
;;562;48.5834116;7.7631824;;49;;2012-05-03 12:01:01;2012-12-06 16:29:07;batiment_entree;
;0;563;48.5833921;7.7630576;Amphi Aubrée;49;;2012-05-03 12:01:01;2012-12-06 16:30:01;amphi;
;;564;48.5835225;7.7628552;;49;;2012-05-03 12:01:01;2012-12-06 16:31:24;ascenseur;
Bâtiment J;;566;48.5256023;7.7378485;UFR Mathématique et Informatique - Pôle API;3;;2014-01-20 12:01:01;2014-01-20 15:41:43;batiment;http://mathinfo.unistra.fr/
;1;567;48.5785047;7.7618221;Spot Numérique Escarpe;44;;2012-05-03 12:01:01;2014-02-06 10:34:13;spot_numerique;
;0;569;48.5789437;7.7622264;Spot Numérique U2-U3;31;;2012-05-03 12:01:01;2014-02-06 10:42:33;spot_numerique;
;1;570;48.5784495;7.7647598;Spot Numérique Patio;28;;2012-05-03 12:01:01;2014-02-06 10:43:32;spot_numerique;
;0;571;48.5807137;7.7665073;Spot Numérique Lebel;50;;2012-05-03 12:01:01;2014-02-06 10:43:53;spot_numerique;
Ligne 30 Wattwiller vers Robertsau Chasseurs;;572;48.5772610;7.7680890;Bus Rome;1;;2012-05-03 12:01:01;2014-02-14 15:24:06;acces_bus;
Ligne Bus 15 Lingolsheilm Alouettes vers Robertsau Boecklin;;574;48.5784480;7.7696300;Bus Esplanade;1;;2012-05-03 12:01:01;2014-02-14 15:32:00;acces_bus;
Ligne E (Baggersee vers Robertsau Boecklin) Ligne C (Neuhof Rodolphe Reuss vers Gare Centrale);;575;48.5782810;7.7694760;Tram Esplanade;1;;2012-05-03 12:01:01;2014-02-14 15:37:35;acces_tram;
Ligne 2 Pont du Rhin vers Campus d'Illkirch;;576;48.5813950;7.7703990;Bus Observatoire;1;;2012-05-03 12:01:01;2014-02-14 15:42:55;acces_bus;
Ligne 15 Lingolsheim Alouettes vers Robertsau Boecklin;;577;48.5814480;7.7704620;Bus Observatoire;1;;2012-05-03 12:01:01;2014-02-14 15:44:06;acces_bus;
